RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2555,15714738,Kim,573,Spain,other,43,0.0,77788.39222734745,3,0,1,168339.42318752146,1
2556,15085926,Williams,610,unknown,Female,35,4.0,165162.336753623,3,0,1,33792.635790098604,0
2557,15878353,Williams,343,Spain,other,62,5.0,178844.39580509538,2,0,0,57740.47438132278,1
2558,15000805,Brown,770,Germany,Male,18,6.0,223298.62403384957,1,99,1,123617.15309872336,1
2559,15032055,Kim,805,Spain,other,43,,96610.40685953968,1,0,1,199562.7472386045,1
2560,15422388,Williams,796,unknown,Female,41,8.0,214309.22561428955,4,0,0,118037.5653612473,1
2561,15638854,Muller,448,unknown,Male,65,2.0,68711.71614909837,4,99,0,142308.19600846033,1
2562,15829055,Muller,817,France,other,52,3.0,163091.9072629354,3,99,1,66761.70967855355,0
2563,15801561,Lee,568,unknown,Male,66,6.0,242103.42019981213,4,1,1,142270.6230793175,0
2564,15226085,Jones,817,unknown,other,24,7.0,94485.10933422299,3,0,1,59443.85047217028,1
2565,15191280,Kim,369,unknown,Male,46,5.0,137734.09371673505,4,99,1,55552.46350344681,1
2566,15642945,Garcia,384,France,Female,55,2.0,109295.10812686208,2,99,0,171576.87857339528,0
2567,15873037,Muller,664,unknown,other,24,4.0,210002.29371685776,1,1,0,24800.48144322619,1
2568,15890929,Smith,330,France,other,68,2.0,84440.35691597848,1,0,0,159012.3317824938,0
2569,15756306,Garcia,838,Germany,Male,67,7.0,82771.46788828405,2,1,1,119189.65931024765,1
2570,15899299,Garcia,725,Germany,Female,18,9.0,170320.61324094312,3,99,0,98851.19876084446,1
2571,15185748,Muller,329,Spain,other,33,8.0,141230.45909615903,2,1,0,176583.4675781806,1
2572,15039731,Jones,554,unknown,Male,38,4.0,213609.4574766423,2,0,1,173976.44134486577,1
2573,15283839,Lee,541,Spain,other,36,3.0,40456.100654413276,1,0,1,72723.03788294808,0
2574,15635695,Kim,311,Germany,other,42,7.0,245953.45815313506,2,1,1,160857.4084579048,1
2575,15725995,Brown,503,unknown,other,50,2.0,202863.2509561397,3,99,0,10316.521556823425,0
2576,15981572,Brown,596,unknown,Female,43,5.0,69142.37282874138,2,99,0,82906.87315786578,0
2577,15809712,Williams,464,unknown,other,24,6.0,168510.36176161535,1,99,0,147747.09487271513,1
2578,15500949,Jones,425,France,Female,52,6.0,20659.589354593547,3,99,0,46701.430706400504,0
2579,15593086,Williams,363,Spain,Male,53,7.0,188073.06692735566,1,99,1,107687.45377846915,0
2580,15408200,Lee,413,France,other,38,4.0,43668.95105352203,1,0,1,1743.3741981057244,0
2581,15829699,Jones,667,France,other,33,4.0,135422.049517501,2,0,1,68354.97037138364,1
2582,15761566,Muller,645,France,Male,51,5.0,112999.2367582642,4,1,0,124167.44150054763,0
2583,15006816,Muller,300,unknown,Female,29,7.0,105517.08643243916,1,0,1,84640.46124964791,0
2584,15544419,Lee,416,unknown,Male,25,5.0,117806.6400292948,2,0,1,48378.79452614651,1
2585,15046123,Brown,402,Germany,Male,63,2.0,135302.55006425455,4,1,0,142807.72785456624,1
2586,15973171,Garcia,379,Spain,other,66,5.0,209979.74903080662,4,99,1,54461.91601475857,1
2587,15398310,Smith,342,unknown,Male,19,6.0,163226.91496830113,3,0,1,192611.22267489365,1
2588,15021689,Kim,530,unknown,other,38,4.0,219602.71692970447,1,1,1,195591.96590867426,1
2589,15830100,Jones,683,Germany,Male,60,5.0,118234.65896389043,4,99,1,32486.81021233171,1
2590,15224429,Garcia,568,France,other,49,0.0,209694.6437445721,3,0,1,63007.32800288224,1
2591,15236447,Muller,732,Germany,Female,35,3.0,173394.2391492806,3,99,0,157170.2979276192,0
2592,15270931,Jones,683,Germany,other,20,8.0,123988.84939320579,4,99,0,46118.005091912026,0
2593,15441956,Brown,625,Spain,other,57,1.0,116962.95884832402,2,0,0,148919.0353601597,0
2594,15274229,Williams,844,Germany,Female,59,8.0,86490.02378389852,1,0,0,64892.29979648218,1
2595,15571372,Williams,318,Germany,other,44,9.0,206280.50901282002,2,1,1,195223.14140665234,0
2596,15683095,Williams,309,unknown,Female,55,8.0,242725.7407115521,4,99,1,67058.25921548279,0
2597,15060119,Jones,676,France,Male,18,10.0,213665.46397854039,4,99,0,186820.63797753945,1
2598,15389161,Williams,367,France,Male,28,9.0,46093.988308527885,4,1,1,77014.54043444309,0
2599,15891314,Muller,450,unknown,other,33,1.0,161509.53414460106,1,99,1,,0
2600,15395690,Kim,728,unknown,Female,58,5.0,104268.61793019735,4,0,0,99211.4792889087,1
2601,15654677,Garcia,640,France,Male,40,4.0,131526.0721097373,4,99,1,61578.703646699665,0
2602,15709117,Williams,766,Germany,Male,18,8.0,225565.4402107993,4,1,0,22708.900579014018,0
2603,15313883,Kim,811,France,Female,60,9.0,19980.36645124655,3,0,1,171779.5158568082,1
2604,15492313,Jones,702,France,Female,24,8.0,104319.59237297752,2,1,0,51556.73181455986,1
2605,15049665,Kim,442,Germany,Female,38,0.0,20189.02234386404,2,1,0,,1
2606,15733758,Garcia,758,Germany,Female,36,1.0,125713.63648089298,2,1,1,35092.75199171255,0
2607,15407718,,460,Germany,Male,45,9.0,103702.26288319197,3,1,1,176498.46228797868,0
2608,15533722,Lee,406,Germany,other,69,7.0,209714.17513835966,1,1,0,3192.7888840075943,1
2609,15795453,Williams,611,unknown,Male,64,5.0,119375.94079380392,2,99,0,65631.0208955169,1
2610,15306733,Williams,794,unknown,Male,37,10.0,95421.08301309952,4,0,0,180862.86258799335,1
2611,15145639,Brown,413,unknown,other,31,10.0,37742.651136209446,2,1,0,127713.88047534197,0
2612,15220668,Smith,516,Spain,Female,44,3.0,155944.0730717398,4,99,0,158772.56892673785,1
2613,15954906,Jones,341,unknown,Male,18,4.0,153924.80159204136,3,0,1,121485.69321450559,0
2614,15031555,Brown,592,France,other,42,9.0,64301.60585788643,2,0,0,29301.848893205202,1
2615,15381086,Brown,323,unknown,Male,53,2.0,120562.14992734011,2,1,1,5027.96138714996,0
2616,15163104,Lee,603,unknown,Male,64,4.0,42648.523023784765,1,99,1,110301.04307793039,1
2617,15974655,Muller,696,Spain,other,28,5.0,109584.55490942493,1,99,0,67569.55853879172,0
2618,15248301,Kim,724,unknown,Female,30,10.0,82328.34022413097,3,0,0,174382.2752971526,0
2619,15384261,Jones,315,unknown,Male,48,3.0,76729.8303238901,1,99,0,59897.578115447526,0
2620,15936726,Lee,575,unknown,Female,46,6.0,112374.42045485022,2,99,1,,0
2621,15788242,Brown,821,Spain,Female,58,2.0,245528.18925432238,2,1,1,197020.84266217076,0
2622,15467359,Jones,487,France,Male,69,5.0,81235.5330070138,4,99,1,23280.581714176635,0
2623,15439407,Williams,390,Spain,Female,60,5.0,109654.48097012547,1,1,0,17723.340208901678,0
2624,15743431,Brown,469,unknown,other,24,8.0,110387.30489465894,1,1,0,88457.1303237361,1
2625,15296384,Garcia,798,Spain,other,43,10.0,217654.84459371577,4,0,1,130461.80478694325,0
2626,15017648,Smith,643,Spain,Female,61,6.0,217779.5481102346,3,1,0,171227.6666881304,0
2627,15536233,,712,Spain,other,45,9.0,45594.2307829857,3,99,0,119973.93658868596,0
2628,15206811,Garcia,494,France,Female,44,7.0,211975.8149419078,4,1,1,127222.5768981342,0
2629,15635343,Smith,684,Germany,Female,60,5.0,194897.8438082272,3,0,0,,0
2630,15320736,Brown,622,Germany,Male,41,4.0,2235.1417610097624,2,0,1,51826.48740725653,0
2631,15112482,Smith,379,Spain,Male,45,0.0,12854.67038118813,2,99,0,146754.15108725076,0
2632,15029308,Kim,415,France,Male,56,8.0,215991.6366040909,2,0,1,170635.7332587266,1
2633,15478233,Lee,524,Germany,Female,69,0.0,138471.4541102531,2,0,0,176778.62984397705,1
2634,15289839,Smith,568,Germany,Female,24,4.0,216038.75363859584,4,0,0,35083.523032280274,0
2635,15260184,Williams,742,Germany,other,63,2.0,208548.94158248915,2,1,0,176106.28502832548,0
2636,15413231,Smith,336,France,other,35,0.0,6582.31597465477,2,99,0,148210.57826984534,1
2637,15710428,Jones,385,unknown,Female,66,5.0,147933.1667785191,2,99,0,124391.43350319215,0
2638,15685918,Brown,409,Spain,other,50,4.0,131471.89916847908,1,0,0,82173.7306328269,0
2639,15974488,Muller,627,unknown,Male,45,7.0,171793.41080727184,4,99,0,144838.35617793447,0
2640,15506428,Smith,690,France,Male,28,9.0,248196.92603795152,3,1,1,19438.464305375717,0
2641,15685586,Garcia,452,unknown,other,34,0.0,235680.175818357,1,99,0,66705.73216483231,0
2642,15190367,Smith,491,France,Male,28,10.0,33128.30579423434,1,1,0,176489.08851333513,0
2643,15921640,Smith,435,Germany,other,41,7.0,,3,1,1,42092.93041525641,1
2644,15263100,Brown,304,Spain,other,54,10.0,185187.36208476036,3,99,0,181636.26610692032,0
2645,15630756,Brown,371,unknown,other,64,6.0,185260.96538866885,4,1,0,66681.87483930013,1
2646,15955585,Lee,490,unknown,Male,60,6.0,233316.97990688536,1,99,1,60703.175079433444,1
2647,15977347,Muller,613,France,Female,24,6.0,125767.70883942398,1,0,0,129701.59238130871,0
2648,15447241,Kim,671,Germany,Male,62,8.0,61983.58822263784,3,1,1,114736.79287424598,1
2649,15425231,Kim,520,France,other,48,3.0,135574.16403106033,2,0,0,127295.15257718322,1
2650,15140688,Garcia,483,Germany,other,52,1.0,21177.96365860985,2,1,1,55523.61019352853,1
2651,15228576,Williams,353,Spain,Female,27,0.0,221502.20764541288,2,99,0,18998.580818139475,0
2652,15689192,Kim,789,Spain,other,40,4.0,205651.5850472817,2,99,0,138039.29031130942,0
2653,15762481,Muller,482,Spain,Female,20,9.0,115697.50360393911,4,0,1,98283.3774277448,0
2654,15337214,Jones,775,Spain,Male,35,8.0,139196.643308833,2,0,1,106070.3692238497,1
2655,15181059,Kim,536,Spain,Female,21,0.0,58221.48032699167,1,99,1,190294.54224909202,1
2656,15426566,Kim,385,Spain,Female,27,9.0,26830.26421445376,2,0,1,90168.19877932518,1
2657,15396330,Garcia,345,Germany,Female,35,8.0,133906.94313416432,2,99,0,188776.82545979167,1
2658,15418808,Brown,374,Germany,Female,31,2.0,143336.17794801918,4,1,1,141419.27945359284,0
2659,15453601,Jones,548,Germany,Female,47,8.0,194133.79937639346,2,0,1,38399.855695672624,1
2660,15788043,Garcia,468,France,other,28,7.0,106780.85167880103,2,1,1,105697.82039117494,0
2661,15191756,Smith,805,Germany,other,34,4.0,75433.16635029622,3,0,0,171576.64514647037,1
2662,15438943,Garcia,713,France,other,66,0.0,82193.72102193604,2,0,1,172358.72580106874,1
2663,15663664,Kim,349,France,Female,66,0.0,193869.98084556207,4,1,1,49080.59274349993,1
2664,15565030,Muller,751,France,other,66,7.0,67126.16945648266,1,0,0,25076.73745897531,0
2665,15478652,Muller,849,Germany,Female,54,4.0,216111.51553095158,4,0,0,20690.635058920878,1
2666,15178419,Jones,501,France,Female,48,2.0,238172.88903975903,1,1,0,98210.4245684784,1
2667,15487333,Brown,386,Germany,Male,28,5.0,128007.4381801512,3,0,0,165210.38915325888,1
2668,15504182,Lee,632,Spain,Female,59,4.0,116654.13163939485,3,0,1,192782.4383367286,0
2669,15122105,Brown,528,Germany,other,49,9.0,196314.11060299948,2,0,0,198002.10553846697,1
2670,15021633,Lee,424,Spain,other,34,,159092.4845173126,4,0,0,79520.66472128821,1
2671,15888668,Jones,728,Germany,other,30,8.0,248015.7424119494,3,1,1,7587.731540194477,1
2672,15983764,Garcia,673,Spain,Male,34,2.0,116689.15229762455,4,1,0,114828.42105237793,1
2673,15970710,Williams,764,France,Female,43,3.0,232234.2572095438,3,0,0,44675.5157265675,0
2674,15262579,Jones,420,Germany,Female,44,0.0,26460.32359669936,2,0,1,112845.85430227961,1
2675,15782719,Jones,412,unknown,Female,67,10.0,130087.58539359456,2,1,0,75601.76523847722,1
2676,15013773,Smith,535,France,Male,68,3.0,239783.79397275933,2,1,1,110468.93691936388,1
2677,15234343,Williams,787,Spain,Male,59,5.0,79813.97680142488,3,99,0,3310.8836442700517,1
2678,15403157,Jones,577,Spain,other,64,9.0,247586.5551576505,3,1,0,150767.08856380117,0
2679,15831880,Lee,463,unknown,Female,51,3.0,166181.56132369273,2,1,1,24068.110840751666,0
2680,15046726,Kim,779,France,Female,63,2.0,58195.48372377008,3,0,0,8655.438443630697,0
2681,15584258,Muller,493,Germany,other,37,8.0,26810.722775943217,3,0,0,17996.24501395811,0
2682,15430946,Kim,818,France,Female,18,10.0,184049.11867576587,1,1,0,27620.29483884021,0
2683,15421163,Brown,374,unknown,Female,56,0.0,139039.8889694999,4,99,1,78182.50945275102,1
2684,15104209,Garcia,465,Germany,Male,45,10.0,133647.83810885597,2,1,1,195400.12112959672,1
2685,15610233,Lee,323,Germany,other,31,5.0,132771.25154853126,3,1,0,74292.34849815929,0
2686,15678715,Jones,647,unknown,Male,47,0.0,31817.071859746775,4,0,1,176571.73719058814,0
2687,15933050,Lee,468,Germany,Male,22,0.0,126455.10089519905,2,99,1,167091.79614948132,1
2688,15580230,Williams,815,Germany,Male,58,4.0,205273.72582440256,4,1,0,46944.53880792889,0
2689,15269314,Garcia,560,unknown,other,52,,46173.109705957795,1,0,0,57096.377202400094,0
2690,15949702,Muller,785,Germany,other,38,6.0,233285.7942906004,3,1,1,93424.21953519552,0
2691,15072490,Smith,513,France,Female,21,6.0,235075.32463581066,4,0,0,133413.29712489946,1
2692,15661254,Garcia,460,Germany,Female,50,6.0,13594.196562940962,3,0,1,7408.282254504633,1
2693,15151713,Williams,762,Spain,Female,65,7.0,130177.34465151596,3,99,1,155367.6771104607,1
2694,15011890,Garcia,498,Spain,Male,52,0.0,170548.77959338608,3,1,0,133735.26295290724,0
2695,15024219,Jones,367,Spain,other,61,5.0,92886.6090323489,1,1,1,69047.0043588873,0
2696,15120947,Lee,716,Germany,Male,26,2.0,9373.515670432755,1,99,0,160849.11533951957,0
2697,15743507,Brown,363,Germany,Male,51,8.0,206231.10753808462,3,0,0,181924.36163856162,1
2698,15567955,Brown,380,Germany,other,48,10.0,207956.18824903676,4,1,1,120398.95854896792,0
2699,15613002,Kim,373,Germany,Male,27,5.0,173190.71053503794,1,0,0,109719.74904595231,1
2700,15486882,Smith,712,Germany,other,23,7.0,151217.71453833525,3,0,0,189017.78680660945,1
2701,15104771,Garcia,717,Germany,Female,69,7.0,80983.58889806102,3,99,0,143656.8800367954,1
2702,15556754,Jones,798,Germany,Female,56,5.0,166468.95623823794,3,0,1,56091.88494211118,0
2703,15715001,Lee,502,Germany,other,56,6.0,90960.98444426458,3,1,1,119774.79256771701,0
2704,15941410,Garcia,570,Spain,Male,66,2.0,187499.1677795566,4,99,1,9011.733476752835,0
2705,15863927,Brown,423,Spain,other,30,3.0,160196.5590096296,3,0,0,143656.6618700583,0
2706,15839689,Jones,581,Spain,other,56,7.0,131947.64878503524,4,99,0,70595.85834904003,0
2707,15858628,Garcia,752,Germany,Male,65,8.0,223819.41782734307,1,1,1,101610.7028566758,0
2708,15245364,Smith,685,Spain,other,42,9.0,144647.3180986008,4,99,0,36524.169356316925,0
2709,15727106,Williams,744,Spain,other,59,9.0,147134.3929022915,2,0,0,112030.28412339906,1
2710,15356855,Garcia,774,Germany,other,43,8.0,53902.72485528524,2,99,1,78417.35126539356,0
2711,15989041,Lee,562,unknown,Male,66,7.0,35692.39672879192,4,0,0,140575.86294103978,0
2712,15160513,Brown,714,Germany,Female,21,7.0,28728.23957878075,3,99,1,10910.366838431637,0
2713,15938418,Williams,423,unknown,Male,24,2.0,189483.65660272943,1,1,1,24841.347799834693,0
2714,15215946,Brown,453,unknown,other,34,6.0,151861.62388735372,3,0,0,186419.58755298474,0
2715,15539110,Williams,829,Germany,Female,51,4.0,82415.97709679787,4,99,1,115955.63789741448,0
2716,15022721,Lee,427,unknown,Female,44,9.0,18268.00926183561,3,0,0,38254.16274492985,1
2717,15440955,Lee,440,Spain,Male,27,3.0,,1,0,1,8084.248551957828,0
2718,15708900,Garcia,848,Spain,other,67,6.0,13992.691921548441,2,99,0,97703.87649139801,1
2719,15158917,Lee,642,France,Female,18,9.0,192484.64357746218,4,99,0,159585.55333245653,0
2720,15460139,Williams,711,unknown,other,27,1.0,214434.39236245738,1,1,1,28349.517273899044,0
2721,15591456,Garcia,388,France,Male,48,4.0,217037.27853594997,1,99,1,74054.68322348657,1
2722,15732178,Lee,714,France,Male,31,1.0,234124.1374765139,1,1,1,123879.15700645038,1
2723,15011491,Brown,415,Spain,Female,51,10.0,6485.853011989388,2,99,1,64474.33380567274,1
2724,15666160,Kim,385,unknown,Male,62,6.0,2243.657677609823,3,1,1,149713.21445504297,0
2725,15855017,Smith,454,France,Female,33,8.0,82346.05865659748,3,99,1,152030.3916194676,0
2726,15281761,Smith,841,France,other,40,4.0,117579.8429354978,3,0,0,9651.772764102678,1
2727,15115172,Lee,434,Spain,other,47,9.0,182283.83908373243,2,0,1,85985.99595421246,0
2728,15606583,Smith,730,Germany,Male,51,5.0,17327.725565675984,1,99,0,12312.720939713152,1
2729,15796714,Brown,383,Spain,Female,39,8.0,219843.07583969846,2,0,0,174322.50580393567,1
2730,15408062,Jones,503,Spain,Female,65,2.0,86599.76795595429,2,99,0,71679.14026171401,0
2731,15858288,Kim,836,France,Male,45,3.0,7381.567908707903,4,99,1,127906.7719359446,1
2732,15500505,Jones,674,unknown,other,23,3.0,249813.77385283224,3,1,0,150313.09840865876,1
2733,15297046,Smith,332,Germany,other,64,2.0,85480.04250085412,2,99,1,34502.190385912756,0
2734,15816316,Brown,530,France,Male,23,2.0,149696.81787651277,2,1,0,85145.88333838695,0
2735,15233481,Brown,321,France,Male,34,1.0,135406.58478259708,4,0,0,20455.50033149026,1
2736,15432541,Muller,812,Spain,other,68,,108448.30878175292,2,0,1,153597.53331469488,0
2737,15728299,Muller,384,France,Female,33,3.0,208548.87544972252,2,1,0,51494.61223777269,1
2738,15239640,Brown,528,France,other,66,10.0,59498.117142260584,1,0,0,55076.371353101254,0
2739,15799389,Smith,390,unknown,Male,38,5.0,163158.69629011175,2,99,1,176786.60985743726,0
2740,15055302,Brown,517,Germany,Male,64,9.0,46643.17773197144,2,1,1,70810.08497109657,1
2741,15721595,Muller,335,France,Female,34,4.0,65437.33852489694,1,1,1,90002.00334952946,1
2742,15488890,Williams,326,Spain,other,59,9.0,2869.125035241126,1,0,1,99939.81670541556,0
2743,15294864,Brown,514,unknown,Male,62,10.0,126674.21246484552,2,99,1,64963.77701529331,1
2744,15767715,Kim,691,unknown,other,52,9.0,148465.0786995277,4,1,1,136598.9478460568,1
2745,15487369,Jones,494,France,other,50,8.0,80998.88388614975,2,99,1,135605.87702972718,0
2746,15575146,Jones,582,unknown,Male,52,5.0,82105.75694855639,1,0,1,92574.63747568312,0
2747,15607853,Jones,745,Spain,Male,31,1.0,206195.42624604361,4,1,0,73490.22940930985,1
2748,15223721,Smith,750,unknown,other,45,6.0,9056.74049365951,3,1,0,184965.09486949857,1
2749,15004644,Muller,499,Germany,other,39,5.0,105765.87748321853,4,0,0,120148.64910280948,1
2750,15374255,Smith,407,France,Male,41,9.0,178948.0666082398,2,99,0,4353.130249780003,1
2751,15907269,Kim,486,France,Female,69,9.0,175711.38128706382,4,0,0,86806.11632471278,1
2752,15341853,Muller,739,Spain,other,26,8.0,138512.70001191,3,99,0,85513.97023907078,0
2753,15870264,Brown,541,unknown,Male,60,3.0,162161.7616204382,4,0,0,180964.26514487556,0
2754,15995134,Muller,359,Spain,other,23,5.0,6563.248249257217,4,0,1,146391.7849253549,1
2755,15902587,Williams,347,Germany,Male,65,3.0,82642.43661096273,1,0,1,89476.74468858915,1
2756,15214756,Brown,587,Germany,Female,30,1.0,16245.137581781555,2,1,0,181160.52403481386,0
2757,15278503,Williams,313,France,Female,28,5.0,112839.16474619079,3,99,0,5599.071271759562,0
2758,15592100,Jones,648,unknown,Female,41,2.0,24334.036782457726,3,99,1,143088.09923848245,1
2759,15162966,Muller,422,unknown,Female,20,9.0,33458.88522822739,1,1,0,128072.71486214975,1
2760,15483712,Jones,805,France,Female,47,7.0,205529.61838636588,3,99,1,128532.47945954735,0
2761,15825085,Smith,425,unknown,Male,51,0.0,130063.87997714701,3,0,1,59247.28560202401,0
2762,15858052,Garcia,694,Spain,Female,18,1.0,170511.21881423405,2,0,0,121051.21099373483,1
2763,15646292,Kim,704,unknown,other,30,10.0,51679.33443796533,3,0,0,29610.962554732996,1
2764,15618230,Smith,786,unknown,Male,46,4.0,218578.14206076186,4,0,1,50107.91215025482,1
2765,15151376,Smith,835,France,Female,44,3.0,231685.03015424125,2,0,0,32057.68803840336,0
2766,15973576,Muller,367,unknown,Male,38,10.0,195667.90252670646,1,1,0,126504.86256656177,1
2767,15501631,Brown,702,Spain,Female,53,2.0,178248.6263078315,4,0,0,166039.6405384991,1
2768,15692505,Garcia,690,France,Male,69,3.0,214308.39389545933,4,0,0,189486.11800807057,0
2769,15753429,Brown,823,unknown,Female,38,2.0,227140.06461970895,2,1,1,76447.39389574289,1
2770,15378680,Lee,844,France,other,57,7.0,56851.80421735839,1,99,1,191268.7769030302,1
2771,15282364,Muller,407,Spain,Female,43,4.0,182424.54644904583,3,99,1,136097.38447820544,1
2772,15951946,Smith,389,France,Female,61,7.0,126880.7812358374,4,99,1,171252.23427799012,1
2773,15817816,Brown,597,Germany,Female,34,4.0,66505.80626113103,2,99,1,141845.36859789988,1
2774,15442383,Garcia,644,unknown,Female,28,0.0,129706.33509301113,2,0,1,123807.73820346344,0
2775,15840608,,557,France,other,48,6.0,72899.60583602921,4,1,1,88680.90477441682,1
2776,15533913,Smith,738,France,other,65,6.0,41461.96871572279,3,99,0,139261.24626266438,1
2777,15443856,Muller,722,unknown,Male,65,6.0,228407.89345490342,4,99,1,185663.22528622608,0
2778,15089654,Lee,421,unknown,other,64,6.0,175863.3974539712,3,99,0,180647.32926002724,1
2779,15397795,Williams,328,Germany,other,26,10.0,206167.93775142715,1,99,0,73428.463751658,0
2780,15215117,Lee,695,Spain,Female,62,,23361.888138824797,2,99,0,50095.41119144786,0
2781,15175531,Smith,528,France,other,20,4.0,131744.87383117812,1,0,0,10967.014575801095,1
2782,15246732,Muller,813,Germany,Female,32,10.0,43093.893481667226,1,1,0,66579.08212583627,1
2783,15748129,Muller,350,Germany,Male,45,9.0,226984.9597947502,1,0,1,114212.62218745856,0
2784,15672023,Kim,338,Spain,Female,26,4.0,218801.71844785498,3,0,1,28842.54504191365,0
2785,15466900,Smith,372,France,Male,67,2.0,140708.78882180437,4,1,0,56194.034970904184,1
2786,15250878,Garcia,745,Spain,Male,53,1.0,182955.31162908874,3,0,1,45227.05905852227,1
2787,15262460,Garcia,663,Spain,other,50,8.0,132523.58476256585,1,1,0,66076.79687101932,0
2788,15117666,Kim,459,France,Female,58,9.0,1810.119709055109,2,0,1,162397.80197820655,0
2789,15839835,Kim,538,Germany,other,24,5.0,202232.1774229724,2,0,1,102107.66522064782,1
2790,15071382,Brown,323,France,other,52,3.0,51028.33470867838,1,99,1,39003.5582926631,1
2791,15712176,Garcia,716,unknown,Male,22,7.0,208069.54993401028,2,0,1,51767.61499908645,0
2792,15482252,Garcia,689,unknown,Female,52,10.0,153560.00850913,4,0,0,98736.65243871025,0
2793,15079681,Muller,597,unknown,other,23,5.0,240949.05353567388,2,1,1,199475.7893691723,1
2794,15221487,Smith,326,Germany,Male,67,6.0,2516.794835947215,4,1,0,56142.15224306484,0
2795,15561644,Jones,607,France,Male,40,3.0,33000.34089682574,3,1,1,46483.9478896887,0
2796,15575047,Lee,581,unknown,other,56,6.0,187138.42332930083,2,99,1,199843.49202479605,0
2797,15248489,Muller,791,France,Male,50,10.0,240899.16696873124,2,99,0,196543.68657536156,0
2798,15126795,Garcia,650,Germany,other,40,3.0,181718.21713114486,3,0,0,63318.519301125554,1
2799,15953768,Kim,636,unknown,other,58,5.0,88158.61977857978,1,1,1,170314.35363800684,1
2800,15228528,,540,Germany,other,26,5.0,53446.21317539009,3,99,1,97306.67618519723,1
2801,15869280,Williams,334,Germany,Female,21,7.0,,2,1,1,22468.394915947345,1
2802,15165467,Smith,333,Germany,Male,18,9.0,204878.64720743345,2,1,1,18323.81406924558,1
2803,15828282,,678,unknown,Female,66,6.0,78308.56041139695,3,99,1,38011.30444439452,0
2804,15401146,Muller,750,unknown,Male,29,1.0,230351.36824169965,2,0,1,27719.617677394966,1
2805,15688480,Muller,714,France,Female,48,9.0,189678.4229966863,2,1,1,108826.64282030621,0
2806,15266942,Garcia,345,France,other,60,9.0,186335.99567448118,3,99,0,66815.99136921435,0
2807,15530971,Williams,394,France,other,20,4.0,136136.3519757544,2,1,0,286.52484509066795,0
2808,15869663,Lee,794,France,other,28,8.0,80053.39761337814,2,1,1,181514.86896495143,0
2809,15691309,Garcia,739,Germany,other,44,6.0,240931.82862117857,2,0,0,70112.73419530716,0
2810,15216905,Muller,570,Germany,Male,42,7.0,,2,99,0,23968.251360472223,1
2811,15346616,Smith,446,France,Male,38,4.0,43842.83799131485,1,99,0,170352.99007413356,1
2812,15636558,Williams,569,unknown,Female,42,9.0,180583.05514202142,2,0,1,37203.506972133764,0
2813,15285010,Kim,458,unknown,Male,59,7.0,94559.52581761242,2,99,1,196654.45135054667,1
2814,15903551,Garcia,728,Germany,other,44,,169211.72168114758,2,0,0,61049.4492865447,1
2815,15446881,Brown,831,unknown,other,35,6.0,75813.9436455728,2,99,0,56291.13878561706,0
2816,15435937,Williams,425,France,Male,54,9.0,206207.55758552768,4,99,1,47737.507690669765,0
2817,15421903,Smith,534,unknown,Female,41,4.0,244772.24535096477,1,99,1,74471.50937222243,1
2818,15469925,Jones,371,Germany,other,58,2.0,204239.1737695397,1,0,1,119299.73045522503,1
2819,15086387,Jones,474,unknown,other,26,9.0,56198.912263762424,4,99,0,98046.29911029362,0
2820,15019904,Brown,583,Spain,Female,40,1.0,237916.01802492898,3,0,0,173470.0599545342,0
2821,15985762,Jones,774,unknown,Female,61,10.0,9446.070852859635,3,1,0,34847.98834523542,0
2822,15679926,Williams,787,unknown,Female,27,3.0,31750.356213239083,4,99,1,59694.721563633284,0
2823,15385646,Garcia,585,Germany,other,54,4.0,210217.63559273072,2,99,1,107397.68842769164,0
2824,15630881,Lee,727,France,Male,51,3.0,2327.1459837112284,2,0,1,72634.26922748858,1
2825,15868131,Brown,343,Spain,Female,25,7.0,49104.13120536958,1,1,0,84462.92670007155,0
2826,15169021,Jones,633,Germany,Male,26,7.0,101604.07367640901,2,99,0,128567.74078465291,0
2827,15479556,Garcia,663,unknown,Male,19,3.0,34843.415889952135,1,1,1,51637.34019598478,0
2828,15580864,Smith,444,Spain,Male,46,6.0,,4,0,1,136203.95063508698,0
2829,15971216,Lee,432,France,Male,52,9.0,62701.600647810024,1,0,1,45825.35346413165,0
2830,15905964,Brown,789,Germany,Male,63,10.0,102377.55072174424,3,99,1,52660.06213507551,0
2831,15762828,Muller,519,Germany,Male,27,3.0,45226.433996828644,1,99,0,52743.52917588847,0
2832,15290188,Williams,534,Spain,Male,60,4.0,64049.7318621778,1,0,1,177718.98258831908,1
2833,15809524,Kim,789,Germany,Male,41,5.0,121907.77314583916,2,99,0,132928.42987507614,0
2834,15748360,Williams,604,Germany,Female,46,10.0,233838.4108058625,3,1,1,91577.28515848791,1
2835,15825009,Brown,501,Spain,Male,46,4.0,37679.35683796747,1,99,0,41263.178390209774,0
2836,15672432,Brown,375,Spain,Male,41,0.0,119015.8714072763,1,0,1,10844.186197974583,0
2837,15441260,Smith,630,Spain,other,18,2.0,221269.84091757677,2,1,0,124842.62353588926,0
2838,15436504,Williams,440,unknown,Male,67,0.0,236266.7365220054,3,99,1,120413.88446953718,0
